date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,param_source
2023-11-24,000001.SH,3060.33,3060.33,3037.2,3040.97,287788413.0,none,0.0,无信号,hold,0.5,default_cli
2023-11-27,000001.SH,3038.19,3038.36,3015.01,3031.7,310517868.0,none,0.0,无信号,hold,0.5,default_cli
2023-11-28,000001.SH,3028.6,3039.69,3020.23,3038.55,268920746.0,none,0.0,无信号,hold,0.5,default_cli
2023-11-29,000001.SH,3038.46,3038.98,3017.66,3021.69,277956448.0,none,0.0,无信号,hold,0.5,default_cli
2023-11-30,000001.SH,3021.1,3030.91,3013.77,3029.67,282945357.0,none,0.0,无信号,hold,0.5,default_cli
2023-12-01,000001.SH,3027.35,3035.76,3010.23,3031.64,286089700.0,none,0.0,无信号,hold,0.5,default_cli
2023-12-04,000001.SH,3033.3,3038.98,3022.35,3022.91,288162053.0,none,0.0,无信号,hold,0.5,default_cli
2023-12-05,000001.SH,3017.01,3017.01,2972.3,2972.3,293943278.0,none,0.0,无信号,hold,0.5,default_cli
2023-12-06,000001.SH,2966.95,2985.31,2959.6,2968.93,294104187.0,none,0.0,无信号,hold,0.5,default_cli
2023-12-07,000001.SH,2965.65,2976.01,2949.14,2966.21,296243687.0,negative_bubble,0.6781298131643687,强抄底信号 (Strong Buy),add,1.0,default_cli
2023-12-08,000001.SH,2965.39,2980.83,2962.33,2969.56,369138705.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-11,000001.SH,2956.29,2995.67,2930.42,2991.44,360216344.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-12,000001.SH,2986.33,3003.75,2980.45,3003.44,287638762.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-13,000001.SH,2997.34,2997.34,2968.76,2968.76,282754098.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-14,000001.SH,2979.7,2986.18,2958.07,2958.99,271457650.0,negative_bubble,0.6133156439360438,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-12-15,000001.SH,2966.3,2976.31,2940.03,2942.56,289327642.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-18,000001.SH,2936.58,2951.15,2924.33,2930.8,293086999.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-19,000001.SH,2928.76,2940.5,2914.13,2932.39,265926980.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-20,000001.SH,2932.12,2937.1,2902.04,2902.11,265562454.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-21,000001.SH,2892.02,2924.26,2882.02,2918.71,282541827.0,negative_bubble,0.606414519823792,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-12-22,000001.SH,2919.29,2935.7,2906.51,2914.78,296628367.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-25,000001.SH,2909.88,2920.63,2903.99,2918.81,229814178.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-26,000001.SH,2917.97,2917.97,2892.84,2898.88,228140855.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-27,000001.SH,2900.15,2917.96,2890.17,2914.61,247900882.0,none,0.0,无信号,hold,1.0,default_cli
2023-12-28,000001.SH,2913.11,2961.65,2909.39,2954.7,339213116.0,negative_bubble,0.5990739701316143,强抄底信号 (Strong Buy),hold,1.0,default_cli
2023-12-29,000001.SH,2950.84,2975.03,2950.02,2974.93,290672687.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-02,000001.SH,2972.78,2976.27,2962.28,2962.28,304141793.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-03,000001.SH,2957.11,2971.28,2953.29,2967.25,285455945.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-04,000001.SH,2965.51,2966.68,2936.63,2954.35,264980924.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-05,000001.SH,2949.82,2967.97,2916.72,2929.18,301040239.0,negative_bubble,0.6010928688370781,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-01-08,000001.SH,2923.46,2924.46,2887.54,2887.54,270275055.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-09,000001.SH,2887.11,2900.73,2878.41,2893.25,262955975.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-10,000001.SH,2886.98,2903.16,2870.42,2877.7,244046526.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-11,000001.SH,2873.8,2896.18,2867.72,2886.65,267050764.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-12,000001.SH,2880.04,2904.17,2878.88,2881.98,261602931.0,negative_bubble,0.619524235269624,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-01-15,000001.SH,2872.56,2904.46,2869.22,2886.29,244611236.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-16,000001.SH,2881.56,2896.68,2861.13,2893.99,286286714.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-17,000001.SH,2887.29,2887.49,2833.62,2833.62,261251308.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-18,000001.SH,2822.67,2849.26,2760.98,2845.78,390396855.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-19,000001.SH,2836.97,2849.88,2822.84,2832.28,266664388.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-22,000001.SH,2826.5,2828.32,2735.37,2756.34,350165758.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-23,000001.SH,2746.89,2784.84,2724.16,2770.98,308749417.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-24,000001.SH,2782.14,2823.7,2743.4,2820.77,369070600.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-25,000001.SH,2823.83,2906.79,2821.71,2906.11,442009045.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-26,000001.SH,2897.91,2924.31,2890.48,2910.22,421109084.0,negative_bubble,0.6158141936567789,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-01-29,000001.SH,2910.61,2923.9,2883.33,2883.36,410581311.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-30,000001.SH,2866.28,2881.35,2829.25,2830.53,335661226.0,none,0.0,无信号,hold,1.0,default_cli
2024-01-31,000001.SH,2815.5,2834.01,2782.59,2788.55,377103965.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-01,000001.SH,2773.42,2805.01,2752.78,2770.74,352889185.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-02,000001.SH,2773.29,2791.68,2666.33,2730.15,426230199.0,negative_bubble,0.5917331810383815,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-02-05,000001.SH,2716.08,2739.74,2635.09,2702.19,478990292.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-06,000001.SH,2680.48,2802.93,2669.67,2789.49,502849313.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-07,000001.SH,2791.51,2829.7,2770.53,2829.7,547117439.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-08,000001.SH,2832.49,2867.47,2827.9,2865.9,531108893.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-19,000001.SH,2886.59,2910.54,2867.71,2910.54,458967704.0,negative_bubble,0.5872464801496241,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-02-20,000001.SH,2902.88,2927.31,2887.47,2922.73,350138735.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-21,000001.SH,2906.02,2994.61,2898.05,2950.96,444245463.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-22,000001.SH,2945.45,2988.36,2944.5,2988.36,354132536.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-23,000001.SH,2992.91,3009.14,2979.97,3004.88,380083270.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-26,000001.SH,3002.12,3009.48,2967.06,2977.02,409026558.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-27,000001.SH,2966.42,3015.48,2961.15,3015.48,372984687.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-28,000001.SH,3016.26,3031.49,2957.85,2957.85,544109093.0,none,0.0,无信号,hold,1.0,default_cli
2024-02-29,000001.SH,2943.62,3015.17,2943.62,3015.17,409696374.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-01,000001.SH,3013.82,3032.23,3003.76,3027.02,379132184.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-04,000001.SH,3026.61,3040.34,3007.68,3039.31,387760002.0,negative_bubble,0.5758017380270817,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-03-05,000001.SH,3027.1,3052.54,3022.18,3047.79,383509955.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-06,000001.SH,3041.75,3060.56,3034.35,3039.93,340982739.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-07,000001.SH,3040.21,3063.69,3023.12,3027.4,377154391.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-08,000001.SH,3026.17,3049.19,3016.9,3046.02,319204392.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-11,000001.SH,3042.62,3068.46,3035.45,3068.46,361608821.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-12,000001.SH,3068.18,3075.13,3044.86,3055.94,415743914.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-13,000001.SH,3053.34,3061.95,3031.9,3043.83,365047453.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-14,000001.SH,3042.41,3060.0,3020.64,3038.23,364072290.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-15,000001.SH,3031.52,3056.45,3023.22,3054.64,360268463.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-18,000001.SH,3057.21,3085.31,3055.92,3084.93,406653508.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-19,000001.SH,3077.98,3090.05,3062.63,3062.76,384123680.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-20,000001.SH,3058.65,3081.75,3056.65,3079.69,349187729.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-21,000001.SH,3084.41,3090.05,3069.27,3077.11,366877968.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-22,000001.SH,3070.55,3073.21,3027.76,3048.03,394740486.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-25,000001.SH,3040.5,3065.26,3026.31,3026.31,387485389.0,negative_bubble,0.5927561935623851,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-03-26,000001.SH,3026.92,3036.49,3006.26,3031.48,345928787.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-27,000001.SH,3026.81,3030.45,2993.14,2993.14,343198010.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-28,000001.SH,2988.59,3033.37,2984.12,3010.66,353200026.0,none,0.0,无信号,hold,1.0,default_cli
2024-03-29,000001.SH,3008.38,3041.3,3008.17,3041.17,334822785.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-01,000001.SH,3049.02,3078.49,3049.02,3077.38,375393640.0,negative_bubble,0.7037554676027697,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-04-02,000001.SH,3076.88,3085.54,3063.98,3074.96,367304262.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-03,000001.SH,3074.89,3079.02,3057.4,3069.3,363211380.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-08,000001.SH,3057.33,3077.35,3045.47,3047.05,402936740.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-09,000001.SH,3044.61,3051.59,3033.21,3048.54,333489965.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-10,000001.SH,3045.96,3049.61,3013.59,3027.33,348991721.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-11,000001.SH,3013.57,3050.34,3009.9,3034.25,340894392.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-12,000001.SH,3035.58,3043.56,3014.83,3019.47,334229771.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-15,000001.SH,3013.67,3066.94,2995.54,3057.38,461239244.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-16,000001.SH,3043.55,3052.43,3005.34,3007.07,448070473.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-17,000001.SH,3008.06,3071.38,3002.06,3071.38,413358368.0,negative_bubble,0.613439490047073,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-04-18,000001.SH,3060.03,3102.55,3057.76,3074.22,416321349.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-19,000001.SH,3060.3,3080.32,3055.06,3065.26,375543855.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-22,000001.SH,3059.06,3078.42,3042.54,3044.6,357216399.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-23,000001.SH,3038.61,3044.94,3016.52,3021.98,325595128.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-24,000001.SH,3029.4,3045.64,3019.12,3044.82,305264093.0,negative_bubble,0.6153931558142335,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-04-25,000001.SH,3037.93,3060.26,3034.65,3052.9,292280148.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-26,000001.SH,3054.98,3092.43,3054.98,3088.64,439382563.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-29,000001.SH,3086.68,3119.69,3080.59,3113.04,506925445.0,none,0.0,无信号,hold,1.0,default_cli
2024-04-30,000001.SH,3110.16,3123.29,3104.29,3104.82,440213213.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-06,000001.SH,3132.51,3142.38,3126.77,3140.72,450656899.0,negative_bubble,0.6179054303161564,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-05-07,000001.SH,3139.66,3151.22,3133.69,3147.74,379102564.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-08,000001.SH,3141.49,3144.99,3126.17,3128.48,334000320.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-09,000001.SH,3128.16,3158.46,3128.16,3154.32,360881462.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-10,000001.SH,3158.59,3163.14,3137.15,3154.55,384287495.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-13,000001.SH,3139.48,3157.37,3126.17,3148.02,397030565.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-14,000001.SH,3148.85,3155.81,3137.61,3145.77,343526194.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-15,000001.SH,3141.25,3142.97,3117.93,3119.9,321027962.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-16,000001.SH,3127.18,3137.88,3116.16,3122.4,367417361.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-17,000001.SH,3121.71,3154.03,3116.78,3154.03,383915244.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-20,000001.SH,3156.15,3174.27,3155.99,3171.15,426867280.0,negative_bubble,0.6026218629563893,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-05-21,000001.SH,3164.68,3165.22,3148.34,3157.97,335783572.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-22,000001.SH,3157.19,3166.92,3152.46,3158.54,354098082.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-23,000001.SH,3149.88,3150.63,3110.28,3116.39,353943727.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-24,000001.SH,3110.75,3130.42,3087.79,3088.87,306532279.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-27,000001.SH,3094.14,3125.51,3091.99,3124.04,319396765.0,negative_bubble,0.5993930554976541,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-05-28,000001.SH,3122.39,3130.31,3106.36,3109.57,310066974.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-29,000001.SH,3108.03,3128.14,3100.98,3111.02,289970346.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-30,000001.SH,3103.71,3121.22,3085.38,3091.68,302380762.0,none,0.0,无信号,hold,1.0,default_cli
2024-05-31,000001.SH,3094.76,3107.6,3086.81,3086.81,276072816.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-03,000001.SH,3085.98,3097.2,3061.28,3078.49,357563362.0,negative_bubble,0.6790653230691557,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-06-04,000001.SH,3071.32,3095.32,3063.59,3091.2,309287598.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-05,000001.SH,3086.05,3092.35,3064.74,3065.4,290542344.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-06,000001.SH,3069.44,3077.67,3040.83,3048.79,369867104.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-07,000001.SH,3053.92,3065.02,3031.04,3051.28,316342484.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-11,000001.SH,3042.13,3043.2,3013.86,3028.05,310481942.0,negative_bubble,0.6102078438198695,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-06-12,000001.SH,3025.3,3042.04,3021.31,3037.47,279452106.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-13,000001.SH,3038.09,3040.4,3022.82,3028.92,297862463.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-14,000001.SH,3020.96,3037.9,3011.58,3032.63,348746753.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-17,000001.SH,3017.72,3026.62,3012.05,3015.89,295763448.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-18,000001.SH,3015.07,3031.98,3012.52,3030.25,273625999.0,negative_bubble,0.6093055304583928,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-06-19,000001.SH,3029.1,3030.23,3015.33,3018.05,261296248.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-20,000001.SH,3015.72,3028.51,3001.77,3005.44,295515907.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-21,000001.SH,2998.24,3011.91,2985.93,2998.14,255001251.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-24,000001.SH,2982.83,2990.64,2960.13,2963.1,298653884.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-25,000001.SH,2962.77,2971.65,2935.54,2950.0,273209938.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-26,000001.SH,2943.45,2976.67,2933.33,2972.53,282388409.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-27,000001.SH,2962.7,2963.06,2944.9,2945.85,270548519.0,none,0.0,无信号,hold,1.0,default_cli
2024-06-28,000001.SH,2940.3,2985.47,2939.98,2967.4,315201432.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-01,000001.SH,2965.25,2996.41,2961.86,2994.73,297782235.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-02,000001.SH,2992.86,3004.99,2989.47,2997.01,281364683.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-03,000001.SH,2995.66,2998.54,2978.07,2982.38,246284642.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-04,000001.SH,2984.83,2995.57,2955.29,2957.57,274268789.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-05,000001.SH,2954.37,2957.11,2920.2,2949.93,272324556.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-08,000001.SH,2939.84,2947.61,2917.23,2922.45,277533424.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-09,000001.SH,2919.57,2963.78,2904.04,2959.37,315062031.0,negative_bubble,0.6158518666863376,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-07-10,000001.SH,2949.03,2958.86,2935.33,2939.36,301549456.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-11,000001.SH,2957.25,2971.36,2947.4,2970.39,328372424.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-12,000001.SH,2965.61,2977.14,2963.3,2971.3,303713014.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-15,000001.SH,2963.85,2977.31,2959.13,2974.01,268992597.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-16,000001.SH,2963.9,2977.36,2959.67,2976.3,260783630.0,negative_bubble,0.5937574503033047,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-07-17,000001.SH,2970.81,2972.79,2957.95,2962.85,282307991.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-18,000001.SH,2951.14,2978.09,2937.9,2977.13,278022665.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-19,000001.SH,2963.51,2986.24,2955.12,2982.31,280932413.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-22,000001.SH,2978.19,2978.6,2946.56,2964.22,278749559.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-23,000001.SH,2960.5,2960.5,2915.37,2915.37,296295994.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-24,000001.SH,2909.15,2922.03,2894.29,2901.95,306118853.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-25,000001.SH,2891.89,2897.77,2872.85,2886.74,274639500.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-26,000001.SH,2886.0,2899.12,2875.4,2890.9,278387536.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-29,000001.SH,2889.47,2898.95,2878.58,2891.85,256899727.0,none,0.0,无信号,hold,1.0,default_cli
2024-07-30,000001.SH,2885.22,2885.22,2865.15,2879.3,262478837.0,negative_bubble,0.6031512191416283,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-07-31,000001.SH,2877.54,2940.59,2876.3,2938.75,412723417.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-01,000001.SH,2940.12,2947.88,2928.83,2932.39,346621137.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-02,000001.SH,2913.02,2931.26,2902.72,2905.34,312205039.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-05,000001.SH,2889.36,2919.03,2860.7,2860.7,355540572.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-06,000001.SH,2878.65,2888.2,2845.34,2867.28,297300803.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-07,000001.SH,2864.01,2886.94,2857.72,2869.83,263097150.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-08,000001.SH,2864.76,2886.4,2850.87,2869.9,289128632.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-09,000001.SH,2879.87,2887.85,2862.19,2862.19,284253916.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-12,000001.SH,2858.89,2869.27,2851.3,2858.2,244241371.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-13,000001.SH,2860.41,2867.95,2845.31,2867.95,231674601.0,negative_bubble,0.6027281478634078,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-08-14,000001.SH,2866.24,2866.24,2850.4,2850.65,217885170.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-15,000001.SH,2844.2,2889.09,2839.39,2877.36,271900000.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-16,000001.SH,2877.94,2888.68,2873.06,2879.43,263653441.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-19,000001.SH,2877.95,2905.15,2877.77,2893.67,261687730.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-20,000001.SH,2895.55,2896.52,2855.33,2866.66,263658002.0,negative_bubble,0.6044421903770217,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-08-21,000001.SH,2858.94,2863.89,2848.15,2856.58,229200027.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-22,000001.SH,2856.2,2861.61,2845.5,2848.77,245399415.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-23,000001.SH,2844.77,2860.73,2839.34,2854.37,226692565.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-26,000001.SH,2855.47,2860.65,2844.38,2855.52,227351523.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-27,000001.SH,2850.88,2853.78,2843.16,2848.73,230693006.0,negative_bubble,0.603626604828718,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-08-28,000001.SH,2844.33,2852.56,2830.96,2837.43,228730623.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-29,000001.SH,2829.45,2831.43,2815.38,2823.11,277510534.0,none,0.0,无信号,hold,1.0,default_cli
2024-08-30,000001.SH,2819.65,2867.96,2817.01,2842.21,397516975.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-02,000001.SH,2832.35,2839.28,2810.37,2811.04,340714193.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-03,000001.SH,2809.17,2814.9,2794.91,2802.98,275736139.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-04,000001.SH,2786.5,2800.61,2781.94,2784.28,257453500.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-05,000001.SH,2785.26,2796.02,2777.47,2788.31,242040948.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-06,000001.SH,2791.76,2804.09,2765.64,2765.81,253645375.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-09,000001.SH,2754.72,2756.56,2726.97,2736.49,261468847.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-10,000001.SH,2737.88,2750.12,2718.63,2744.19,262159015.0,negative_bubble,0.5981140241487125,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-09-11,000001.SH,2732.73,2732.73,2710.62,2721.8,242264900.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-12,000001.SH,2722.14,2734.68,2716.56,2717.12,240084315.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-13,000001.SH,2718.99,2728.78,2703.37,2704.09,251270038.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-18,000001.SH,2705.35,2724.11,2689.7,2717.28,247817132.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-19,000001.SH,2723.21,2747.74,2697.78,2736.02,315208389.0,negative_bubble,0.5926572783822404,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-09-20,000001.SH,2734.23,2741.16,2717.95,2736.81,285644627.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-23,000001.SH,2735.39,2760.48,2731.36,2748.92,257642154.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-24,000001.SH,2770.75,2863.15,2761.37,2863.13,477619545.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-25,000001.SH,2901.42,2952.45,2889.05,2896.31,568259816.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-26,000001.SH,2893.75,3000.95,2889.01,3000.95,576319261.0,negative_bubble,0.59127621550103,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-09-27,000001.SH,3049.1,3087.53,3017.45,3087.53,492287163.0,none,0.0,无信号,hold,1.0,default_cli
2024-09-30,000001.SH,3194.72,3358.59,3153.7,3336.5,1102337917.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-08,000001.SH,3674.4,3674.4,3372.19,3489.78,1313460195.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-09,000001.SH,3427.22,3437.16,3249.16,3258.86,992757256.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-10,000001.SH,3277.69,3379.81,3228.12,3301.93,834500257.0,negative_bubble,0.6178904918997425,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-10-11,000001.SH,3287.87,3297.75,3187.99,3217.74,606027433.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-14,000001.SH,3241.43,3294.62,3203.9,3284.32,631466859.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-15,000001.SH,3265.75,3285.21,3201.29,3201.29,566054558.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-16,000001.SH,3169.17,3236.85,3167.74,3202.95,515813997.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-17,000001.SH,3220.73,3241.57,3169.38,3169.38,528611772.0,negative_bubble,0.6034194903681489,强抄底信号 (Strong Buy),hold,1.0,default_cli
2024-10-18,000001.SH,3165.97,3313.98,3152.82,3261.56,693014623.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-21,000001.SH,3276.06,3300.66,3239.1,3268.11,668150299.0,none,0.0,无信号,hold,1.0,default_cli
2024-10-22,000001.SH,3263.82,3294.96,3255.14,3285.87,574913781.0,none,0.0,无信号,hold,1.0,default_cli
